# Example data - Gallium, rho ~ 0.048
0.03715 7.4482
0.05196 7.45278
0.06678 7.45737
0.0816 7.45259
0.09641 7.45094
0.11123 7.45216
0.12604 7.45595
0.14086 7.46203
0.15567 7.47012
0.17049 7.47993
0.1853 7.49119
0.20012 7.5036
0.21494 7.5169
0.22975 7.53078
0.24457 7.54497
0.25938 7.55916
0.2742 7.57299
0.28901 7.58613
0.30383 7.59823
0.31864 7.60896
0.33346 7.61796
0.34827 7.62518
0.36309 7.63121
0.3779 7.63677
0.39272 7.64256
0.40753 7.64928
0.42235 7.65765
0.43716 7.66838
0.45198 7.68216
0.46679 7.69971
0.48161 7.72174
0.49642 7.74891
0.51124 7.78119
0.52605 7.818
0.54087 7.85869
0.55568 7.90265
0.5705 7.94925
0.58531 7.99787
0.60012 8.04788
0.61494 8.09866
0.62975 8.14959
0.64457 8.20004
0.65938 8.24938
0.67419 8.297
0.68901 8.34226
0.70382 8.38455
0.71864 8.42323
0.73345 8.4577
0.74826 8.48731
0.76308 8.51145
0.77789 8.5295
0.7927 8.54082
0.80752 8.5448
0.82233 8.54081
0.83714 8.52873
0.85195 8.50974
0.86677 8.48518
0.88158 8.45641
0.89639 8.42481
0.9112 8.39172
0.92602 8.35852
0.94083 8.32655
0.95564 8.29718
0.97045 8.27177
0.98526 8.25169
1.00008 8.23828
1.01489 8.23292
1.0297 8.23695
1.04451 8.25175
1.05932 8.27867
1.07413 8.31907
1.08894 8.37432
1.10375 8.44577
1.11856 8.5333
1.13338 8.63067
1.14819 8.73002
1.163 8.82349
1.17781 8.90325
1.19262 8.96522
1.20743 9.01285
1.22224 9.05053
1.23704 9.08265
1.25185 9.11358
1.26666 9.14772
1.28147 9.18943
1.29628 9.24311
1.31109 9.3112
1.3259 9.38874
1.34071 9.46896
1.35552 9.54511
1.37032 9.61041
1.38513 9.6581
1.39994 9.68143
1.41475 9.67465
1.42955 9.64263
1.44436 9.59651
1.45917 9.54753
1.47397 9.50689
1.48878 9.48584
1.50359 9.49501
1.51839 9.53283
1.5332 9.58638
1.54801 9.64226
1.56281 9.6871
1.57762 9.70753
1.59242 9.69016
1.60723 9.72458
1.62203 10.00193
1.63684 10.03296
1.65164 10.34963
1.66645 10.40332
1.68125 10.63004
1.69606 10.72538
1.71086 10.8355
1.72566 10.91122
1.74047 10.96097
1.75527 11.30056
1.77007 11.37983
1.78488 11.45942
1.79968 11.37071
1.81448 11.53981
1.82928 11.58879
